product_id,product_name,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_price
94080f9219044d897195e2be145945dc,Fantastic Standard Product,automotivo,60,1543,6,921,17,9,16,11.88
d0389f20b3d11de54e1e4561df147683,Refined Extra Large Product,casa_construcao,55,1441,1,10000,60,25,25,307.73
3e9b58f1436820c248d3f98d7229bb14,Licensed Standard Product,relogios_presentes,56,489,2,250,16,11,11,356.02
575c38b4c88fc7b35ef22fc8312bfe1b,Sleek Large Product,cool_stuff,57,992,3,1200,44,20,20,446.33
556702ebb73d3786a852ad3d5a8ad268,Unbranded Standard Product,construcao_ferramentas_construcao,54,339,1,4800,25,8,25,78.00
a3a03c131926ec14d4c9f3ef03016b24,Sleek Large Product,pet_shop,54,463,1,700,40,20,20,394.10
e586ebb6022265ae1eea38f46ffe3ead,Handmade Skin Care Set,beleza_saude,40,1469,3,1050,18,21,27,227.61
278b3c6462e86b4556b99989513ddf73,Tasty Standard Product,eletroportateis,58,587,3,350,20,20,20,464.17
0d009643171aee696f4733340bc2fdd0,Handcrafted Citrus Perfume 50ml,perfumaria,52,150,1,422,21,16,18,14.34
be1be330cf34043d1c40d6114cbd11b5,Handmade Standard Product,relogios_presentes,51,484,1,317,19,13,16,94.12
07f01b6fcacc1b187a71e5074199db2d,Awesome Extra Large Product,agro_industria_e_comercio,39,430,1,16400,63,66,56,105.56
75b4372e69a42f8ae1d908c076f547b2,Ergonomic Skin Care Set,beleza_saude,22,1313,1,938,29,22,23,424.68
3569d4374a919941a50f57371b1dc93d,Sleek Skin Care Set,beleza_saude,37,1168,1,2700,21,16,31,170.12
a3c95dc653d9a279b160bc0179385ed1,Handmade Large Product,cama_mesa_banho,39,1146,1,1750,30,18,30,40.07
0992c6cba95a13bfa68ea7d5e22d478b,Licensed Large Product,ferramentas_jardim,42,671,1,3850,29,12,24,79.54
b1eae565a61935e0011ee7682fef9dc9,Practical Fresh Perfume 100ml,perfumaria,49,460,2,267,17,13,17,172.56
2734390ee304b0f4817b3c233094fc16,Sleek Musical Instrument,instrumentos_musicais,59,2367,3,16200,55,40,40,312.47
32ee3f4e2493045726807808d7abbab6,Intelligent Large Product,cama_mesa_banho,54,381,2,1400,38,9,27,318.32
c2367eda4f9623d0355dc5d7796d857a,Incredible Large Product,cama_mesa_banho,50,607,1,6450,100,10,11,69.98
7f34b85142d1ef9e077a0da9ada27385,Incredible Large Product,moveis_decoracao,59,1750,3,2300,105,3,70,48.82
c478b1bbf9ec8c5691f37ccb83187386,Licensed USB Adapter,informatica_acessorios,55,163,2,300,25,8,18,389.90
f9ecf420c38b90a8af8e7f70fd789264,Small Sports Accessory,esporte_lazer,43,101,1,600,50,10,12,428.43
3a6a0247ced9dcb444b46caafdcdd368,Generic Skin Care Set,beleza_saude,60,2497,1,3600,20,20,20,12.53
adf591c625cb265c12bc6749d3a2f757,Awesome Skin Care Set,beleza_saude,60,1146,6,150,20,24,33,166.37
3e0f398b664b26e3224c79dbf435191f,Fantastic Sports Accessory,esporte_lazer,57,900,4,400,16,4,11,313.06
64c8f1a52b407d92518a1f8b79240a70,teal Phone Case,telefonia,49,319,1,100,18,6,11,494.92
af16005fca813272caf59c432153949e,Handmade Large Product,moveis_decoracao,55,1186,2,800,53,8,20,91.69
e6a1ff3552ba3305c1cf0a4dde50347f,Awesome Large Product,automotivo,58,703,6,5250,47,19,23,451.56
d8a405c732027a2af3187b031890933d,Sleek Standard Product,automotivo,50,361,1,200,35,4,26,254.12
ce94e3c41145e28428cdae952a1fd7f2,Gorgeous Standard Product,relogios_presentes,58,899,2,335,17,11,12,14.36
3f0f8de616df6efb39a48f3c64eea974,Rustic Standard Product,cama_mesa_banho,49,701,1,1300,50,12,12,7.94
6ddc95e87149457c4c5177b0a474a9ba,Handmade Standard Product,moveis_decoracao,47,1405,3,150,35,2,25,310.05
a2e2851eae0aebb8ee4df32348b42e2b,Gorgeous USB Adapter,informatica_acessorios,59,504,3,367,16,4,11,352.71
723f62c36c298037716bf60c0ad0df3a,Gorgeous Compact Product,relogios_presentes,57,276,4,250,16,2,11,326.67
b2b3503e675abbc07e278151da072ed2,Gorgeous Extra Large Product,moveis_decoracao,46,287,1,8500,75,25,55,282.71
c18c01e09509a509e2b88d3ed40c580e,Gentle Baby Care Item,bebes,46,1039,1,2150,42,25,15,127.67
a41e356c76fab66334f36de622ecbd3a,Incredible Standard Product,,,,,650,17,14,12,121.09
e7cad5e8ed9b92e788262ad710c33bd0,Small Sports Accessory,esporte_lazer,56,663,4,150,16,5,11,76.35
c33d78b97260227119fb2b71be168fca,Incredible Standard Product,cama_mesa_banho,39,170,1,650,27,10,22,245.19
e8fd6f481db77b847e7ab93fa1510e7e,Tasty Large Product,eletroportateis,53,794,4,2700,20,26,32,473.13
67bea89008edcb996cfe4e3d062b62a8,Soft Kitchen Tool,utilidades_domesticas,56,414,1,1200,23,22,16,46.15
e8e86cbab028363545a5bf0ca5e226ee,Awesome Extra Large Product,moveis_sala,36,312,2,6050,55,10,46,496.64
c12b64bf0861a27e0f06c36ef82f457d,Intelligent Sports Accessory,esporte_lazer,53,425,1,150,16,6,11,155.57
6f0169f259bb0ff432bfff7d829b9946,Incredible Standard Product,casa_construcao,58,918,6,1050,16,20,16,56.85
b6f3b8136ba8302906df7e11ff908751,Unbranded Standard Product,pet_shop,36,617,1,1350,23,7,30,435.79
2be2be0a6a5916840503fdf50808ebcb,Rubber Kitchen Tool,utilidades_domesticas,41,270,1,600,36,6,19,155.31
8efa775719397f78f79c8e5c7b0afbd4,Unbranded Large Product,moveis_decoracao,22,275,1,1000,30,18,18,97.25
9e87e3ee09baee5f5c0513ff37bc60ab,Generic Large Product,cama_mesa_banho,58,381,2,1550,43,8,33,193.01
a0abcee0132a5aed003d98e459b37698,Generic Large Product,cama_mesa_banho,58,223,1,2700,45,13,35,25.22
7f6308ba4057a6a740af7b4dcfb79c13,red Phone Case,telefonia,63,1930,9,200,19,5,11,193.01
1eb4a9aee05c9cad041e09add2a26d68,Licensed Large Product,malas_acessorios,51,244,1,800,38,8,28,241.69
8da90b37f0fb171b4877c124f965b1f6,Practical Floral Perfume 100ml,perfumaria,56,733,3,377,18,13,15,308.10
712a72a78ffb66cb6eee87eebbf54519,Licensed Sports Accessory,esporte_lazer,52,1049,3,400,45,22,43,140.49
c5fb7fbe39f4e09e048ffbc5b28db49a,Generic Standard Product,sinalizacao_e_seguranca,51,1212,1,450,16,5,16,433.74
f17b05cc8a7651896df8c30884200e9a,Licensed Extra Large Product,climatizacao,30,547,1,2000,32,51,16,238.42
55ec10b39713ee81ee2c5bcb558cf866,Handcrafted Compact Product,fashion_bolsas_e_acessorios,53,1398,1,300,16,2,11,365.94
c190c4fe582c5b7ffff586506de83f01,Tasty Standard Product,moveis_decoracao,34,160,1,250,26,14,14,429.45
f908df99196805b5bc4ada9ef510b11b,Handcrafted Sports Accessory,esporte_lazer,57,245,2,1950,60,15,15,204.54
ac5bae85a895724330c4acddd581b02b,indigo Phone Case,telefonia,50,1254,2,500,16,15,11,365.91
d8dee61c2034d6d075997acef1870e9b,Incredible Standard Product,,,,,300,16,7,20,438.78
cbaff83e2c00a2b731d27276bbf52082,Handmade Extra Large Product,artes,59,1431,6,7900,70,15,70,151.52
ad67f74682943e3857eebf3ca2538d1a,Rustic Large Product,cama_mesa_banho,53,261,2,1800,41,9,34,178.29
1e12f1836c1f08b25ef78fcdf76fbf08,Practical Standard Product,ferramentas_jardim,60,884,1,900,37,3,23,488.76
acd427ee119d5c71c7a85ae488cb0a6a,Refined Compact Product,fashion_bolsas_e_acessorios,52,68,7,200,16,2,11,89.10
60cf4effb6947283fa638d570bd07318,Soft Baby Care Item,bebes,30,410,4,4500,80,70,28,400.73
51fed4afb1b41d00ad9d25a73b7fbbc7,Ergonomic Standard Product,consoles_games,48,303,3,250,21,7,15,160.22
bb09cce52b336261572a5a7e25a33795,Wooden Kitchen Tool,utilidades_domesticas,59,943,1,550,16,25,12,156.51
65a6462e42e05ab3b8dc613566736825,Licensed Large Product,malas_acessorios,49,540,4,1100,39,12,28,399.97
f2396540fbfac27b5117f0dbd6744b50,Intelligent Extra Large Product,cama_mesa_banho,53,222,1,3600,40,20,40,330.64
70d1bd3a042448105a71d0b41ecbc96b,Rustic Compact Product,consoles_games,56,235,1,100,16,3,11,197.91
0075c14603d80515e20908c156ceb47b,Fantastic Sports Accessory,esporte_lazer,50,329,2,150,16,18,16,189.24
5a42f73d92034010a4e00360fb0df099,Refined Sports Accessory,esporte_lazer,55,144,1,3775,18,13,16,175.63
bcd58b852a3b0152b6b384c4e4474ba2,Unbranded Large Product,cool_stuff,59,797,2,1400,25,20,20,479.11
2bfb0bdbcea77da2879f0ef3be9a219e,Practical Standard Product,consoles_games,53,439,5,900,22,7,18,169.31
87fb220044e9aca16fbec51c6c997aa0,Handcrafted Standard Product,relogios_presentes,60,438,2,250,20,12,20,21.77
484bf1dff778a416389aafd0dee1cb11,Fantastic Kids Toy Set,brinquedos,55,852,1,350,21,9,16,389.05
56139431d72cd51f19eb9f7dae4d1617,Fantastic Standard Product,,,,,200,20,20,20,251.47
3cef8174403f4fdedbf24fa67fa9f132,Soft Baby Care Item,bebes,39,805,3,1800,18,32,27,240.09
003938452c98ff9ab28e9e7b4bfe97ab,Intelligent Large Product,moveis_sala,52,420,2,5050,50,8,50,350.09
8d6cb00151d423c52855385c89f0bae8,Sleek Extra Large Product,automotivo,58,386,1,27100,50,50,50,310.27
5877301b00f95e3c6118738b293dfab3,Ergonomic Household Appliance,eletrodomesticos,50,273,1,1500,65,8,38,320.91
e0bbe6292471ff5ab3752414baf78111,Unbranded Standard Product,relogios_presentes,43,572,2,500,16,11,11,105.64
dd768d259ee6054e0dadd66c8e2be0b6,Ergonomic Standard Product,cama_mesa_banho,52,700,2,350,16,10,16,104.68
fc2edee55f4118969f4dc49f7a717605,Sleek Standard Product,automotivo,47,1548,3,500,16,12,17,300.00
b521fddf2c8a7e7d1791bfb3c1b2f278,Gorgeous Sports Accessory,esporte_lazer,55,448,1,1000,20,20,20,268.76
46b48281eb6d663ced748f324108c733,Handcrafted Extra Large Product,,,,,18500,41,30,41,162.39
db7e6804f1a8206a7e51c9a741a09d9e,Intelligent Kids Toy Set,brinquedos,51,410,2,300,24,11,24,282.84
50556c630443502c11acde1c320fe278,Unbranded Skin Care Set,beleza_saude,59,257,1,250,16,2,20,294.33
88d2c501ec765f5d7e8038fa6aab0e62,Tasty Skin Care Set,beleza_saude,51,863,1,10700,40,40,40,16.86
722fb67c17907e21734449c091420bf5,Cotton Kitchen Tool,utilidades_domesticas,29,290,1,1700,32,21,22,386.12
43b6d9e46e1e6b8ac743a1c31e462937,Sleek Extra Large Product,ferramentas_jardim,31,680,1,7700,39,28,25,174.88
1ffe365aa7583189e63f2fa4f060b269,Intelligent Sports Accessory,esporte_lazer,57,785,4,5200,20,60,35,372.35
3014e35fd70fce29095ced5cdc89f4ce,teal Phone Case,telefonia,51,244,1,125,17,10,14,323.16
e869d449cc32881790ef9af9b4c670f8,Extra Large Concrete Office Furniture,moveis_escritorio,50,2220,1,15700,58,28,58,66.31
a1b3a75aaaee5c9a683f2266c088f720,Incredible Standard Product,relogios_presentes,53,599,2,350,16,11,11,194.77
7fdbc1ecf5fdf5c98d9b14e110133eb3,Rustic Sports Accessory,esporte_lazer,57,649,1,213,16,10,13,98.67
15b3d40f375c0645c1eed4ed1cd8e17a,Generic Standard Product,fashion_bolsas_e_acessorios,30,401,3,150,16,11,11,288.54
1cf39a397efa955b102a52ee7ec5531c,Generic Large Product,automotivo,35,907,3,18200,56,15,15,422.53
f9471562478eba8761bc985b968a0092,Plastic Kitchen Tool,utilidades_domesticas,38,390,1,850,18,21,15,259.70
e96bac5656eaec25f3d76757fa16d9d3,Practical Standard Product,casa_construcao,55,918,6,1050,16,20,16,360.64
16b06ede456b922e56fbb4b3818aa875,Sleek Standard Product,fashion_bolsas_e_acessorios,48,382,5,200,16,9,11,407.35
c7147724cd430269c6296fc758c0a086,Steel Kitchen Tool,utilidades_domesticas,32,42,1,300,16,15,11,473.22
dbb399a8be7395d5b136d49fcdce13df,Handmade USB Adapter,informatica_acessorios,47,764,1,200,23,9,13,440.63
ed46d1fbd7bf78ce79910c09fb892abb,Practical Sports Accessory,esporte_lazer,52,406,1,800,20,25,25,271.43
d458378a178cd7cae60052319cebf235,Unbranded Standard Product,papelaria,50,198,2,200,24,7,14,181.15
596363933adf57df745ecbc8afeec226,Awesome Sports Accessory,esporte_lazer,50,853,1,698,46,10,14,16.14
4473f3e5c65952b074ef987fa5c24662,azure Phone Case,telefonia,59,776,6,350,17,4,12,252.67
8c9faf6aabee9b2a30b83f92d786f6de,Generic General Interest Book,livros_interesse_geral,50,2913,3,1000,24,5,17,140.03
8e71b24c3e25a92fef6176120a67fac7,Sleek USB Adapter,informatica_acessorios,53,585,1,783,21,13,28,135.30
828fe032935d7c1901682e5b6cc076c2,Fantastic Floral Perfume 30ml,perfumaria,48,1063,2,600,20,20,20,59.29
19502a282608c5627fb32e22724727fc,Sleek Kids Toy Set,brinquedos,47,181,1,11650,55,30,30,22.93
df473738565b52f77b4e22b328b41576,Refined Compact Product,construcao_ferramentas_ferramentas,42,369,1,400,16,2,11,356.81
657491063e8a63247a108a4d9cedf020,Practical Kids Toy Set,brinquedos,25,274,1,3050,40,10,40,9.17
a388f2043ca885de714453e4fac616e2,silver Phone Case,telefonia,50,744,1,100,16,3,11,276.94
4c6018f41a6c2e5543cc034e94f5ce5b,Gorgeous Extra Large Product,ferramentas_jardim,44,2395,1,16500,40,25,26,93.32
a85543a371d5cfafedb80a8177a692b5,Fresh Kitchen Tool,utilidades_domesticas,59,470,2,750,34,14,24,14.66
6b017e0d95d8765a6f2bed3bc272c61e,Small Standard Product,fashion_underwear_e_moda_praia,39,422,1,250,36,4,20,482.35
6d14f72afff32795290f2df6507f063c,Fantastic Large Product,malas_acessorios,59,413,3,2300,84,14,20,262.80
75b433ca888fe027b18dfac89a284667,Handmade Electronic Device,eletronicos,37,374,1,1350,33,12,26,243.95
9aa70106d14b83c7ad033592870b2b30,Cotton Kitchen Tool,utilidades_domesticas,22,388,3,530,17,20,20,451.68
42fe4aefc7e8a45dd96a59af81dd3fef,Intelligent Standard Product,automotivo,59,162,1,1300,20,20,20,161.15
a04cf12934a318be6550b1aeab938bf2,ivory Casual Shoes,fashion_calcados,59,605,5,4000,57,14,36,254.30
224703229a7c966a5b191651e1561be2,Handmade Sports Accessory,esporte_lazer,52,234,4,8150,20,20,20,153.82
43724b27731595d954e911f443fb1cc4,Handmade Compact Product,construcao_ferramentas_construcao,57,272,1,2200,16,2,11,191.85
b29ca3d3127057c43ef4b364bbe360ea,Small Skin Care Set,beleza_saude,55,1029,1,1150,20,25,20,125.27
5e21d5cab5d33e770d8150a4ee6117db,Licensed Compact Product,relogios_presentes,60,312,4,200,16,2,11,321.32
55610b8b7d48294e69fc23f513dfbe98,Tasty Standard Product,moveis_decoracao,60,1068,3,400,16,20,16,280.44
68bfdbfe84f03af17733b10362f10020,Small Large Product,moveis_decoracao,63,244,4,600,29,12,23,365.30
5fb61f482620cb672f5e586bb132eae9,Refined Standard Product,,,,,300,35,7,12,118.94
a5bc1334f1762ce0a844f3f694dc08e1,Awesome Standard Product,cama_mesa_banho,48,645,1,1200,16,10,16,459.36
701ff123e9085dcc9c2f833efded6374,Refined Extra Large Product,cool_stuff,50,268,5,10664,61,63,35,293.18
73b499a2f5002c0a2158a478cc5a096c,Plastic Kitchen Tool,utilidades_domesticas,43,2148,2,1800,50,12,36,345.55
42f14eda412436b96cde4f4025ed5f25,Gorgeous Sports Accessory,esporte_lazer,47,154,3,500,16,2,11,337.20
47969dd948e918289f809be899ddfb4c,Fantastic Standard Product,papelaria,48,501,1,258,19,12,19,226.45
446295cf6f689d4db477145815362608,Refined Extra Large Product,papelaria,59,209,1,1400,16,44,37,273.82
280c05c66173c2b377f3e449e33abc6d,Tasty Kids Toy Set,brinquedos,59,640,1,400,35,7,35,385.91
4a96de21ccfb22ebe1c56992acbbd7fc,Incredible Large Product,climatizacao,58,655,5,1300,30,10,30,392.12
c45a1de8cdb00af9ba1f3c097561b77a,Small Standard Product,cama_mesa_banho,55,315,2,1000,30,10,25,123.16
1b37262ebd1307a6c9aab9aca8584e76,Incredible Standard Product,pet_shop,52,1290,3,1300,30,10,18,209.88
04869307f7e7dc5b07f1d83406ade1e5,Sleek Kids Toy Set,brinquedos,58,443,2,3305,38,36,19,159.78
8bb6ace4cf2411747ea1cfecad5a458d,Soft Baby Care Item,bebes,55,224,2,6000,75,15,50,41.74
21db47f6493b06e8e7fc562ec9890e77,Handmade USB Adapter,informatica_acessorios,50,281,4,300,35,5,25,77.61
f4d705aa95ccca448e5b0deb6e5290ba,Sleek Compact Product,cama_mesa_banho,57,74,1,250,20,2,15,179.10
bbaef2eadf31fe3ea6702077398be06c,Fantastic Floral Perfume 30ml,perfumaria,45,1003,2,400,18,11,11,95.83
3fc3d637781e5d185455013606a6e2cd,Incredible Electronic Device,eletronicos,32,1274,1,250,16,10,30,134.47
21d325f98c6505a72b1bcf363f3d3f88,Sleek Kids Toy Set,brinquedos,57,1532,2,1250,29,19,22,113.44
f6691c7e7a0c12d28003c97608dfe605,silver Men's T-Shirt,fashion_roupa_masculina,47,1026,2,950,40,6,40,356.71
c615805546392ec3b8a20c6590c4d400,Incredible Large Product,pet_shop,54,261,6,2000,30,34,17,383.42
6e9c52b407fea24064f7ab2b144fbf8c,Soft Baby Care Item,bebes,56,1395,7,13575,71,81,44,229.09
e07f6e9343cad06f34d0a7a09eeac4d7,Incredible Skin Care Set,beleza_saude,60,537,1,667,17,16,16,461.97
80fc21f90a43fdcfc623f11f5457db10,Generic Standard Product,relogios_presentes,55,457,2,267,17,11,12,363.71
9cafef108028ea326352e901a8b729a7,Refined Extra Large Product,cama_mesa_banho,60,609,2,1750,45,20,40,263.92
dd783a33bc94bef9c728611320d559e7,Fantastic Skin Care Set,beleza_saude,52,1113,1,150,16,12,11,301.97
ec019a7e1feb42072e2a07b6317c7edb,Handcrafted Kids Toy Set,brinquedos,48,135,1,10550,65,7,45,201.44
20424e1f503b9ceeeee60b717b11ec36,Rubber Kitchen Tool,utilidades_domesticas,57,1298,1,1725,100,35,16,409.19
795ed173180b101b114960e572d2181f,Generic Large Product,malas_acessorios,43,215,1,700,45,10,31,346.01
40a75445dcf4958b8c9b3dac6898094b,Rustic Sports Accessory,esporte_lazer,29,1318,1,400,34,16,16,210.94
fff0a542c3c62682f23305214eaeaa24,Handcrafted Standard Product,papelaria,23,146,3,300,30,10,20,166.69
21419fbb5e6e21591c1dc83cb75aec07,Rustic Extra Large Product,casa_construcao,59,1582,1,5850,60,25,25,177.53
d801448d8cf48fd15a66dc8779d47241,Handcrafted Standard Product,relogios_presentes,47,687,1,267,17,11,13,137.27
d1fbb5683c8e93f314d0f2bf40d07761,Generic Large Product,cama_mesa_banho,53,155,2,1500,39,12,25,69.71
4e7f36f28c51e114a343625b628dd429,Ergonomic Standard Product,cool_stuff,42,727,1,400,24,16,14,370.08
58bef3ad35aed45b92cf03510e6cf5ce,Intelligent Sports Accessory,esporte_lazer,54,3830,1,1300,31,32,31,300.09
532d7f19b8005e415f5b98a1cf4a8690,Metal Kitchen Tool,utilidades_domesticas,58,172,1,400,16,10,14,84.16
